name,mon_date,subj_date,address,material,type,com_topic,com_subtopic,author,longitude,latitude,description,inscription,mon_story,subj_story
Жертвам политических репрессий,1995,1930,"г. Санкт-Петербург, ул. Шпалерная, 40 А",bronze,sculpture,group,victims,Шемякин М. М.,30.3616454,59.9490942,"Пам. ""Жертвам политических репрессий"", установленный в 1995 на наб. Робеспьера, напротив тюрьмы ""Кресты"", трактует репрессии как неотъемлемое свойство тоталитарных режимов. Об этом напоминают цитаты на постаментах: стихи Н. С. Гумилева, А. А. Ахматовой, Д. Л. Андреева, Н. А. Заболоцкого, И. А. Бродского, тексты А. И. Солженицына, Д. С. Лихачева, Ю. Галанскова, В. Буковского, факсимиле Р. Валенберга. В основе пам. - скульптуры сфинксов, созданные в 1994 М. М. Шемякиным. Их лица рассечены на ""живую"" и ""мертвую"" половины (последняя обращена в сторону ""Крестов""). Сфинксы установлены на постаменты, между которыми - композиция ""тюремное окно"" (арх. В. Б. Бухаев).",NA,NA,NA
Жертвам политических репрессий в Петрограде — Ленинграде («Соловецкий камень»),2002,1930,"г. Санкт-Петербург, Троицкая пл.",granite,stone,group,victims,"Ухналев Е. И., Рыбаков Ю. А.",30.3270406,59.9530684,"Художники: Е. И. Ухналев, Ю. А. Рыбаков. Установлен об-вом ""Мемориал"" в память жертв репрессий политических (подарок к 300-летнему юбилею СПб. от быв. политзаключенных). Представляет собой гранитный валун, доставленный с Соловецких о-вов, где в 1920-30-х гг. находился Соловецкий лагерь - символ гос. террора в СССР. В основании С. к. - гранитная плита, установленная 4.9.1990 об-вом ""Мемориал"" в качестве закладного камня (автор Д. И. Богомолов). На цоколе надписи: ""Жертвам коммунистич. террора"", ""Борцам за свободу"", ""Узникам Гулага"" и строка из ""Реквиема"" А. А. Ахматовой: ""Хотелось бы всех поименно назвать..."". У С. к. проходят обществ. акции и траурные митинги.",NA,NA,NA
Жуковскому В. А.,1887,1852,"г. Санкт-Петербург, Адмиралтейский пр., 6",bronze,bust,person,art,"Крейтан В. П., Лыткин А. С.",30.3110003,59.9366172,Скульптор: В. П. Крейтан. Архитектор: А. С. Лыткин,NA,NA,NA
Жукову Г. К.,1995,1974,"г. Санкт-Петербург, пр. Славы 28",granite,bust,person,politics,"Винниченко В. И., Васильев А. Н.",30.3937935,59.8595145,"Скульптор: Винниченко В. И. Архитектор: Васильев А. Н. Надписи: на постаменте с лицевой стороны врезными тонированными знаками: Маршалу / Жукову; с тыльной стороны: От жителей / Фрунзенского района. Памятник-бюст Г.К. Жукову сооружен по инициативе ветеранов Фрунзенской дивизии народного ополчения и Администрации Фрунзенского района. Гранит для памятника доставлен из карьера «Возрождение». Гранитные работы произведены на заводе «Монументскульптура», рубка бюста в граните выполнена В. И. Винниченко.",NA,NA,NA
Жукову Г. К.,1995,1974,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",granite,sculpture,person,politics,Нейман Я. Я.,30.3287695,59.8684463,"У этого памятника очень долгая история. Комитет по его сооружению был создан в 1982 году, но только в 1989 году был объявлен архитектурный конкурс. Первые два тура этого конкурса не дали результатов, и лишь с третьей попытки был выбран проект скульптора Я. Я. Неймана и архитектора Ф. А. Гепнера. Первоначально памятник Жукову должен был быть поставлен на площади Стачек, где он и был заложен в 1990 году, но выяснилось, что в этом месте проходит тепломагистраль, и памятник установлен быть не может. Тогда главный архитектор Парка Победы В. Д. Кирхглани предложил поставить памятник на его нынешнем месте. По проекту 1945 года, здесь планировалась высотная доминанта – памятник И. В. Сталину, с 1960-х годов разрабатывалась идея статуи В. И. Ленина. В результате такой доминантой стал памятник Г. К. Жукову, маршалу Победы, высотой в 9 метров (с постаментом). Он был открыт 7 мая 1995 года.",NA,NA,NA
Иоффе А. Ф.,1964,1960,"г. Санкт-Петербург, Политехническая ул., 26",marble,bust,person,science,Гликман Г. Д.,30.368356,60.007197,"Иоффе Абрам Федорович (1880-1960). Академик, основатель и руководитель Физико-технического института, Института полупроводников и Физико-агрономического института. Один из создателей советской физической школы. Скульптор: Г. Д. Гликман ",NA,NA,NA
Исаеву В. И.,1913,1911,"г. Кронштадт, ул. Мануильского, 2",bronze,obelisk,person,science,Шервуд Л. В.,29.7928291,59.9916751,"Исаев Василий Иванович (1854-1911). Лейб-медик, главный доктор Кронштадтского морского госпиталя. Скульптор: Шервуд Леонид Владимирович",NA,NA,NA
Исанину Н. Н.,1984,1990,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,bust,person,science,Аникушин М. К.,30.3287695,59.8684463,"Исанин Николай Никитич (1904-1990). Академик, специалист в области механики и судостроения. Скульптор: М. К. Аникушин. Архитектор: Ф. А. Гепнер ",NA,NA,NA
Кагульский обелиск,1771,1770,"г. Пушкин, Екатерининский парк, Садовая ул., 7",marble,obelisk,event,victory,Ринальди А.,30.3934541,59.7132286,Кагульский обелиск — установлен в парке Большого Екатерининского дворца (г. Пушкин) по проекту архитектора Антонио Ринальди в 1771 году — в честь победы в Кагульском сражении. Надпись на обелиске гласит: «В память победы при реке Кагул в Молдавии июля 21 дня 1770 года предводительством генерала графа Петра Румянцева российское воинство числом семнадцать тысяч обратило в бегство до реки Дуная турецкого визиря Галил Бея с силою полтораста тысячною» (орфография частично изменена на современную).,NA,NA,NA
Казненным декабристам,1926,1826,"г. Санкт-Петербург, пер. Каховского, 11",iron,obelisk,group,revolution,NA,30.236753,59.953559,"Надписи: на постаменте с лицевой стороны врезными золочеными знаками: 1826–1926 г.г. Заложен в память столетия казни Декабристов П. И. Пестеля, К. Ф. Рылеева, С. Муравьева-Апостола, М. Бестужева-Рюмина, П.Г.Каховского 13 (25) VII 1926 В.О. Райисполком. Памятник на предполагаемом месте захоронения руководителей декабрьского восстания 1825 г. не является воплощением специально разработанного архитектурного проекта. Первоначально к 100-летию казни декабристов 26 июля 1926 г. на о.Голодай установлен закладной камень с надписью. Остров Голодай был переименован в остров Декабристов. Закладной камень послужил постаментом для установленного в 1940 г. обелиска.",NA,NA,NA
Калинину М. И.,1955,1946,"г. Санкт-Петербург, пл. Калинина",bronze,sculpture,person,politics,Манизер М.Г.,30.3857663,59.9704937,"Калинин Михаил Иванович (1875-1946). Революционер, государственный и партийный деятель. «Всесоюзный староста», с 1919 занимавший должность председателя ВЦИК, с 1938 – Президиума Верховного Совета СССР. Скульптор: Манизер М.Г.  Архитекторы: Барутчев А. К.; Рубанчик Я. О.",NA,NA,NA
Капице П. Л.,1979,1984,"г. Кронштадт, ул. Советская, 39",bronze,bust,person,science,Портянко А. М.,29.7747723,59.9938669,"Капица Петр Леонидович (1894-1984). Академик, один из основателей физики низких температур и физики сильных магнитных полей. Лауреат Нобелевской премии. Дважды Герой Социалистического Труда. Скульптор: Портянко А. М. Архитекторы: Богданов В. В.; Капица Л. Л. Надписи: на постаменте с лицевой стороны врезными золочеными знаками: Герой / Социалистического / Труда / академик / Капица / Петр Леонидович / за выдающиеся / заслуги в развитии / советской науки / Указом Президиума / Верховного Совета / СССР от 8 июля 1974 / награжден орденом / Ленина и второй / золотой медалью / «Серп и Молот». На родине Героя Социалистического Труда, дважды награжденного медалью «Серп и Молот», устанавливался бронзовый бюст героя. Академик П. Л. Капица родился в Кронштадте, где в 1979 г. был открыт его бронзовый бюст. Он сооружен в соответствии с Указом Президиума Верховного Совета СССР от 8 июля 1974 г. о награждении ученого второй золотой медалью “Серп и Молот”. Проектирование памятника осуществлялось по заказу Министерства культуры СССР. Отливка в бронзе выполнена заводом «Монументскульптура», изготовление гранитных блоков для постамента — на гранитном участке завода «Монументскульптура».",NA,NA,NA
"Каспийцам-товарищам, павшим в войну 1904-1905 гг.",1911,1905,"г. Петергоф, Юты Бондаровской ул.",granite,obelisk,group,soldiers,Харламов М. Я.,29.9293937,59.8623515,"Скульптор: М. Я. Харламов. Cооружён в память подвигов солдат и офицеров 148 го пехотного Каспийского полка в русско японской войне в месте дислокации полка — Новом Петергофе (ныне г. Петродворец) на добровольные пожертвования однополчан. Обелиск серого гранита на кубическом постаменте установлен на гранитный валун; на лицевой стороне надпись: «Каспийцы — товарищам, павшим в войну 1904—1905 гг.». Находившиеся на постаменте бронзовые фигуры офицера, знаменосца и солдата похищены немецко-фашистскими оккупантами. Высота памятника 8 м.",NA,NA,NA
Кваренги Д.,1967,1817,"г. Санкт-Петербург, Садовая ул., 21",bronze,bust,person,art,Мейсель М. Н.,30.326439,59.931267,"Джакомо Кваренги (1744-1817), автор и строитель многих архитектурных сооружений нашего города, сооружен памятник к 150-летию со дня его смерти. Архитектор: М. Н. Мейсель ",NA,NA,NA
Кирову С. М.,1950,1934,"г. Санкт-Петербург, Крестовский остров",bronze,sculpture,person,politics,"Пинчук В. Б., Хидекель Л. М.",30.226975,59.972657,"ск. Пинчук В.Б., арх. Хидекель Л.М.",NA,"ск. Пинчук В.Б., арх. Хидекель Л.М.",NA
Кирову С. М.,1937,1934,"г. Санкт-Петербург, Московское шоссе, 13",bronze,sculpture,person,politics,Томский Н. В.,30.3509732,59.8267484,ск. Томский Н.В.,NA,ск. Томский Н.В.,NA
Кирову С. М.,1938,1934,"г. Санкт-Петербург, Кировская пл.",bronze,sculpture,person,politics,"Томский Н. В., Троцкий Н. А.",30.1061162,59.7499361,"ск. Томский Н.В., арх. Троцкий Н.А.",NA,"ск. Томский Н.В., арх. Троцкий Н.А.",NA
Кирову С. М.,1936,1934,"г. Кронштадт, ул. Советская, 49",bronze,bust,person,politics,NA,29.7674871,59.995884,NA,NA,NA,NA
Клиперу «Опричник»,1873,1861,"г. Кронштадт, ул. Красная, 8",granite,stone,group,soldiers,NA,29.7742239,59.9887082,"Открыт 31 октября 1873 года. Парусно-паровой клипер (шхуна) ""Опричник"" построен в Архангельске, во время Крымской войны. ""Опричник"" в отряде под командованием капитана 1 ранга (затем адмирала) Попова пришёл на Тихий океан через Атлантику, обогнув Южную Америку. Погиб (совершил переворот ""оверкиль"" или просто разрушился) возвращаясь в Россию в Индийском океане, предположительно попав в центр страшного по силе тайфуна. Памятник сооружён по инициативе родственников и сослуживцев на средства, собранные по подписке. В 1863 году клипер и команда исключены из списков судов флота как пропавшие без вести.",NA,NA,NA
Ковалеву С. Н.,1985,2011,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,bust,person,navy,Игнатьев А. М.,30.3287695,59.8684463,"Сергей Никитич Ковалёв (р. 15 августа 1919, Петроград) – генеральный конструктор советских атомных подводных крейсеров стратегического назначения. Скульптор: А. М. Игнатьев. Архитектор: В.И. Ковалева. Подпись на срезе плеча слева: А.М. Игнатьев 77 г. Памятник-бюст академику С.Н. Ковалеву установлен в соответствии с Указом Президиума Верховного Совета СССР от 4 декабря 1974 года о награждении ученого за выдающиеся заслуги в области судостроения.",NA,NA,NA
Колокол мира,1988,1945,"г. Санкт-Петербург, пр. Маршала Блюхера, 45 А",bronze,memorial,event,ww2,Изборский Б. А.,30.4113695,59.9751513,"Архитектор: Изборский Б. А. В июле 1988 г. общественность города Нагасаки подарила городу-побратиму Ленинграду копию “Колокола мира”, звон которого отмечает годовщины атомной бомбардировки Нагасаки 9 августа 1945 г. Проект конструкции памятного знака был разработан в 9-й мастерской ЛенНИИпроекта под руководством архитектора Б.А. Изборского .",NA,NA,NA
Колонна Славы,1886,1878,"г. Санкт-Петербург, Измайловский пр., 7",bronze,sculpture,group,soldiers,"Житков Г. М., Шварц П. И.",30.306451,59.917349,Колонна Славы сооружена в 1885-1886 году по проекту архитектора Д.И. Гримма при участии военного инженера Г.М. Житкова и скульптора П.И. Шварца - в память подвигов солдат и офицеров Измайловского полка в русско-турецкой войне 1877-1878 гг. Уничтожена: 1929-1930 гг. Восстановлена: 2001-2005 гг.  Открытие воссозданного памятника: 1 октября 2005 г. ,NA,NA,NA
Кондратьеву А. А.,1958,1918,"г. Санкт-Петербург, Арсенальная ул., 1",bronze,sculpture,person,politics,Гликман Г. Д.,30.3733279,59.9566216,"Кондратьев Александр Александрович (1900-1918). Участник Октябрьской революции и гражданской войны, один из организаторов Социалистического союза рабочей молодежи Выборгского района. Окруженный со своим отрядом белогвардейцами в бою под Бугульмой, покончил с собой, не желая сдаться в плен. Скульптор: Гликман Г. Д. Архитектор: Мачерет Ю. Я. Подписи: на плинте скульптуры слева: ск. Г.Д. Гликман (1956–1957 гг.) Надписи: на постаменте с лицевой стороны врезными тонированными знаками: Герой гражданской войны / комсомолец-комиссар / Саша Кондратьев / 1900–1918. Памятник сооружен на основании решения Ленгорисполкома. Установлен на Выборгской стороне, где Саша Кондратьев создавал первые комсомольские ячейки, недалеко от проспекта, названного в 1918 г. в его память Кондратьевским.",NA,NA,NA
Константинову Б. П.,1975,1960,"г. Санкт-Петербург, Политехническая ул., 26",bronze,bust,person,science,NA,30.368356,60.007197,"Выдающемуся советскому ученому-физику, Герою Социалистического Труда, вице-президенту Академии наук СССР, академику Борису Павловичу Константинову (1910 -1960) сооружен памятник у здания Физико-технического института им. А. Ф. Иоффе Академии наук СССР. Бронзовый бюст, отлитый по модели скульптора М. К. Аникушина, установлен на четырехгранном красного полированного гранита столбе. На его лицевой грани золоченая надпись: «Борису Павловичу Константинову».",NA,NA,NA
Космодемьянской З. А.,1951,1941,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,sculpture,person,civic,Манизер М. Г.,30.3287695,59.8684463,"Монумент посвящён героине Советского Союза Зое Анатольевне Космодемьянской. Скульптор: Манизер М. Г. Архитектор: Кироглахин В. Д. Работа над памятником длилась с 1942 года. Памятник представляет собой бронзовую статую женщины, смотрящую далеко в даль. Памятник установлен на большом бетонном постаменте. На гранитном постаменте расположена доска с инициалами знаменитой героини. Памятник установлен в живописном Московском парке Победы. В памятный день гибели героини Советского Союза к памятнику возлагают сотни букетов в память о ней.",NA,"ск. Манизер М.Г., арх. Кирхоглани В.Д.",NA
Косыгину А. Н.,1977,1980,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,bust,person,politics,NA,30.3287695,59.8684463,"Бюст дважды Герою Социалистического Труда уроженцу Ленинграда, Председателю Совета Министров СССР Алексею Николаевичу Косыгину установлен на Аллее Героев Московского парка Победы.Бронзовый бюст А. Н. Косыгина укреплен на цилиндрическом постаменте из красного полированного гранита. На постаменте исполненные из бронзы два ордена Ленина и две Звезды Героя Социалистического Труда, под которыми накладными буквами набрана надпись: «Косыгин Алексей Николаевич, дважды Герой Социалистического Труда». Основанием памятника служит гранитная трехступенчатая база.",NA,NA,NA
Красная ворона,2015,2007,"г. Ломоносов, Еленинская ул., 4",bronze,sculpture,person,art,Карлыханов Н.,29.7666749,59.91477,"Скульптор Николай Карлыханов. Скульптура посвящена самобытному писателю, почетному гражданину города Ломоносова Николаю Вениаминовичу Шадрунову.",NA,NA,NA
Кржижановскому Г. М.,1974,1959,"г. Санкт-Петербург, Ново-Александровская ул., 23, музей «Невская застава»",bronze,bust,person,civic,Гендельман Е. А.,30.460057,59.865712,"Кржижановский Глеб Максимилианович (1872-1959). Революционный деятель, один из организаторов «Союза борьбы за освобождение рабочего класса», с 1920 г. председатель комиссии ГОЭЛРО, в 1925-1930 гг. председатель Госплана. Академик, Герой Социалистического Труда. Скульптор: Гендельман Е. А. Архитектор: Леляков А. Г. Подписи: на бюсте с тыльной стороны: Отлито/на з-де/ Экономайзер; с боковой стороны: Е. Гендельман / 1974 Надписи: на постаменте с лицевой стороны врезными тонированными знаками: Г.М.Кржижановский. За Невской заставой, на Ново-Александровской улице, сохранился деревянный дом, в котором жил В. А. Шелгунов, один из участников организованного В.И. Лениным марксистского кружка «Союз борьбы за освобождение рабочего класса». С 1960 г. в отреставрированном здании разместился историко-краеведческий музей «Невская застава». На площади перед зданием музея в 1974 г. завершено сооружение мемориального скульптурного комплекса, включающего гранитную стелу с портретом В. И. Ленина и пять бюстов участников «Союза борьбы...», в том числе Г. М. Кржижановского. Бюсты отлиты из бронзы по авторским моделям на заводе «Экономайзер».",NA,NA,NA
Крузенштерну И. Ф.,1873,1846,"г. Санкт-Петербург, наб. Лейтенанта Шмидта, 17/2",bronze,sculpture,person,navy,Монигетти И. А.,30.2790492,59.9354688,"Решение о его установке было принято в 1869 году, в канун столетия со дня рождения адмирала. Памятник находится напротив здания Морского кадетского корпуса. Крузенштерн окончил его в 1788 году, в 1827-1842 годах руководил учебным заведением. Часть средств на изготовление монумента было собрано моряками русского флота. Остальные деньги были выделены Морским министерством по повелению императора Александра II. Торжественная закладка памятника состоялась 8 ноября 1870 года, в день 100-летнего юбилея Крузенштерна. Фигура из бронзы была отлита в декабре 1872 года по модели И. Н. Шредера. Гранитный постамент спроектировал архитектор И. А. Монигетти. Открытие памятника состоялось 6 ноября 1873 года. На постамента укреплен бронзовый щит с гербом Крузенштерна и девизом ""spe fretus"", что означает ""живущий надеждой"". В годы Великой Отечественной войны памятник был укрыт защитным сооружением.",NA,"ск. Шредер И.Н., арх. Монигетти И.А.",NA
Крупской Н. К.,1960,1839,"г. Санкт-Петербург, Обуховской Обороны пр., 105",bronze,bust,person,politics,Шретер Л. Л.,30.43397,59.895261,"Памятник Н.К. Крупской установлен напротив Дворца культура, который назван ее именем. Работали над монументом Л.М Холина, архитектором является Л.Л Шретер. Торжественно открыт в 1960 году в честь государственного деятеля, жены и помощника Владимира Ильича Ленина.",NA,NA,NA
Крылову И. А.,1855,1844,"г. Санкт-Петербург, Летний сад",bronze,sculpture,person,art,NA,30.335488,59.9449379,"Па́мятник Крыло́ву был установлен в 1855 году близ главной аллеи Летнего сада в Санкт-Петербурге. Он представляет собой бронзовую статую сидящего баснописца. Монумент является одним из первых памятников русским литераторам и первым, установленным в Петербурге. В 1848 году было собрано более 30 тысяч рублей по подписке, проводившейся с высочайшего соизволения по всей России. Академией художеств был объявлен конкурс, в нём приняли участие ведущие скульпторы того времени. В конкурсе одержал победу проект известного скульптора барона фон Клодта. Он установил бронзовую статую баснописца на гранитном пьедестале, украшенном бронзовыми изображениями людей и животных — персонажей басен Крылова. Торжественное открытие памятника И. А. Крылову состоялось 12 мая 1855 года.",NA,NA,NA
Крымская (Сибирская) колонна,1777,1774,"г. Пушкин, Парковая ул., 64/68",marble,column,event,victory,Неелов В. И.,30.379363,59.70994,"Крымская (Сибирская) колонна является памятником присоединения Крыма к России по условиям Кючук-Кайнарджийского мирного договора в войне России с Турцией 1768—1774 гг. Сооружение колонны связано со строительством комплекса запасного двора и кордегардий по проекту архитектора В.И. Неелова на территории за пределами Екатерининского парка. В марте 1777 г. колонна привезена в Царское Село, в июле установлена на постамент.",NA,NA,NA
Кутузову М. И.,1837,1813,"г. Санкт-Петербург, Казанская пл., 2",bronze,sculpture,person,military,NA,30.3231239,59.9337374,"Идея установки памятников возникла еще у императора Александра I в 1818 году: он хотел, чтобы скульптор изобразил полководцев Кутузова в образе античных героев. Место для установки памятника было выбрано неслучайно: именно из Казанского собора 11 августа 1812 года Михаил Илларионович Кутузов, назначенный главнокомандующим, отправился к действующей армии. После смерти Кутузова в 1813 году его прах был погребен в Казанском соборе. Памятник является важным этапом в развитии русской скульптуры, олицетворяя начало перехода от классицизма к реализму",NA,"ск. Орловский Б.И., арх. Стасов В.П.",NA
Ланскому А. Д.,1785,1784,"г. Пушкин, Екатерининский парк, Садовая ул., 7",marble,vase,person,politics,Ринальди А.,30.3934541,59.7132286,"На зеленом холме в пейзажной части Екатерининского парка установлена ваза на высоком пьедестале с завершением в виде языка пламени. Это сооружение принято называть памятником А. Д. Ланскому, фавориту императрицы Екатерины II. Легенды, окутавшие этот каменный монумент за два столетия его существования, долгое время укрывали от взора исследователей стертую временем грань между реальностью и вымыслом.Установить истину помогли архивные документы XVIII века: в них памятник именуется «Пьедесталом мраморным» и характеризуется как аллегория «добродетелей и заслуг», не связанная с определенным историческим лицом. Подобные сооружения часто встречались в английских пейзажных парках XVIII века. Три стороны пьедестала украшали барельефы из белого мрамора с изображением венка, щита с копьем, подвешенного на ленте, и рога изобилия. Объяснение символов, изображенных на рельефах, дает известная в XVIII веке книга «Символы и емблематы», в которой упомянуты три из них: рог изобилия; лавровый венок на ленте, посвященный «законно сражавшемуся, Тебе добро творящему», и щит с копьем, подвешенный на ленте, — «знак Марса и Беллоны, благоразумия и для мира, и защищения». Однако наряду с символами на стороне пьедестала, обращенной к дворцу, была установлена бронзовая доска с надписью: «Коль велико удовольствие честным душам видеть добродетели и заслуги, общими похвалами достойно венчаемые»; выше надписи на ней был помещен рельефный золоченый герб Ланского и изображение двух сторон медали, выбитой в его память. Автором памятника А. Д. Ланскому, выполненного из мрамора белого, розового и серого оттенков, считается А. Ринальди. Из архивных документов известно, что «Пьедестал мраморный» был установлен в 1773 году; в феврале этого года в Царское Село были доставлены ступени, нижний цоколь, пьедестал, медная доска, три барельефа, ваза и пламя. В 1784 году, после смерти А. Д. Ланского, на памятнике была сделана посвятительная надпись, а подлинная дата его сооружения постепенно забылась. В XIX веке он иногда назывался «Пьедесталом пользы и заслуг», однако в 1830 году доска с надписью в память об А. Д. Ланском была снята, так как ее текст, по мнению императора Николая I, компрометировал императорскую династию. Утерянная бронзовая доска с золоченым гербом фаворита императрицы, мемориальной медалью с его профилем и надписью «В память дружбы» были обнаружены в 1900-е годы и вновь установлены на пьедестал. Однако в годы Великой Отечественной войны памятник вновь подвергся разрушениям; пропала и бронзовая доска.В настоящее время памятник полностью восстановлен.",NA,NA,NA
Ленину В. И.,1970,1924,"г. Санкт-Петербург, Московская пл.",bronze,sculpture,person,politics,"Аникушин М. К., Каменский В. А.",30.3226531,59.8524245,"ск. Аникушин М.К., арх. Каменский В.А.",NA,"ск. Аникушин М.К., арх. Каменский В.А.",NA
Ленину В. И.,1934,1924,"г. Санкт-Петербург, Большой пр. В. О., 85",bronze,sculpture,person,politics,Пинчук В. Б.,30.2536018,59.9311889,ск. В. Б. Пинчук,NA,ск. В. Б. Пинчук,NA
Ленину В. И.,1926,1924,"г. Санкт-Петербург, пл. Ленина",bronze,sculpture,person,politics,"Евсеев С. А., Щуко В. А.",30.356165,59.9534814,"ск. Евсеев С.А., арх. Щуко В.А., арх. Гельфрейх В.Г. Памятник открыт 7 ноября 1926 г. (скульптор С. А. Евсеев, архитекторы В. А. Щуко и В. Г. Гельфрейх. В 1967 году памятник перенесён в другое место площади в связи с реконструкцией площади. В ночь на 1 апреля 2009 года на памятнике взорвана бомба в результате акта вандализма. Восстановлен к 140-й годовщине со дня рождения В. И. Ленина",NA,"ск. Евсеев С.А., арх. Щуко В.А., арх. Гельфрейх В.Г. Памятник открыт 7 ноября 1926 г. (скульптор С. А. Евсеев, архитекторы В. А. Щуко и В. Г. Гельфрейх. В 1967 году памятник перенесён в другое место площади в связи с реконструкцией площади. В ночь на 1 апреля 2009 года на памятнике взорвана бомба в результате акта вандализма. Восстановлен к 140-й годовщине со дня рождения В. И. Ленина",NA
Ленину В. И.,1957,1924,"г. Санкт-Петербург, Большой пр. П. С., 62",bronze,bust,person,politics,Ингал В. И.,30.304206,59.96164,ск. Ингал В.И.,NA,ск. Ингал В.И.,NA
Ленину В. И.,1927,1924,"г. Санкт-Петербург, пл. Пролетарской Диктатуры",bronze,sculpture,person,politics,"Козлов В. В., Щуко В. А., Гельфрейх В. Г.",30.3904738,59.9475002,"ск. Козлов В.В., арх. Щуко В.А., арх. Гельфрейх В.Г.",NA,"ск. Козлов В.В., арх. Щуко В.А., арх. Гельфрейх В.Г.",NA
Ленину В. И.,1930,1924,"г. Санкт-Петербург, Большой пр. В.О., 55",bronze,sculpture,person,politics,"Козлов В. В., Крыжановская А. В., Троупянский Я. Н., Кумпис Я. А.",30.271007,59.936317,"ск. Козлов В.В., ск. Крыжановская А.В., ск. Троупянский Я.Н., ск. Кумпис Я.А.",NA,"ск. Козлов В.В., ск. Крыжановская А.В., ск. Троупянский Я.Н., ск. Кумпис Я.А.",NA
Ленину В. И.,1926,1924,"г. Санкт-Петербург, пр. Обуховской Обороны, 51",bronze,sculpture,person,politics,Харламов М. Я.,30.41425,59.9043075,ск. М. Я. Харламов,NA,ск. М. Я. Харламов,NA
Ленину В. И.,1955,1924,"г. Санкт-Петербург, Каменноостровский пр., 21",bronze,bust,person,politics,Пинчук В. Б.,30.316582,59.962346,"Скульптор — В. Б. Пинчук, архитектор — Ф. А. Гепнер.",NA,"Скульптор — В. Б. Пинчук, архитектор — Ф. А. Гепнер.",NA
Ленину В. И.,1957,1924,"г. Колпино, ул. Труда, 22",bronze,sculpture,person,politics,"Манизер Г., Федотов Г.",30.6115459,59.7490705,"скульптор Г. Манизер, арх. Г. Федотов",NA,"скульптор Г. Манизер, арх. Г. Федотов",NA
Ленину В. И.,1969,1924,"г. Зеленогорск, Приморское шоссе",bronze,bust,person,politics,"Боголюбов В. Я., Ингал В. И.",29.6970705,60.1922035,"Скульпторы — В. Я. Боголюбов, В. И. Ингал, архитектор — Б. Н. Журавлёв. Первоначально, в декабре 1950 года, памятник был установлен при въезде в город у Средней Рогатки (ныне — пл. Победы). В 1969 г. в связи с реконструкцией площади и сооружением монумента Героическим защитникам Ленинграда памятник перенесён в г. Зеленогорск.",NA,NA,NA
Ленину В. И.,1955,1924,"пос. Тарховка, озеро Разлив",bronze,sculpture,person,politics,Гликман Г. Д.,29.9752164,60.0696603,"Скульптор Г. Д. Гликман, архитектор А. М. Липирова.",NA,NA,NA
Ленину В. И.,1960,1924,"пос. Парголово, развилка Выборгского шоссе и ул. Ломоносова",stone,bust,person,politics,Пинчук В. Б.,30.266923,60.081746,"Скульптор — В. Б. Пинчук, архитектор — А. А. Драги. 15.12.2006 года статуя была сброшена с постамента и серьёзно пострадала. 01.08.2008 года была возвращена на постамент после реставрации.",NA,NA,NA
Ленину В. И.,1950,1924,"г. Сестрорецк, пл. Свободы, 4",bronze,sculpture,person,politics,Томский Н. В. ,29.969849,60.095795,"Первоначально открыт 21 января 1950 года на Приморском шоссе между станциями Александровская и Горская (архитектор Г. И. Прибыловский), в 1963 году, в связи с реконструкцией шоссе, перенесён в Сестрорецк и установлен на пл. Свободы (архитектор А. И. Прибульский). Скульптор — Н. В. Томский.",NA,NA,NA
